cell_id,lat,lng,deforestation_2020,deforestation_2021,deforestation_2022,deforestation_2023,total_deforestation,geometry
26,-19.33303708582291,43.79605247620104,0.06083023725718909,0.052828252863192586,0.059546965821596014,0.09874919121397771,0.27375016176331624,POINT(43.79605247620104 -19.33303708582291)
27,-18.273707492689766,45.5162841988212,0.05566367127622832,0.06197829534901749,0.049221012318533056,0.08131362064755354,0.2209936419316229,POINT(45.5162841988212 -18.273707492689766)
28,-19.52297071313735,45.47056657621398,0.13037154883057833,0.14450366621013236,0.12168550497734076,0.11359987045222188,0.5789704851675822,POINT(45.47056657621398 -19.52297071313735)
29,-18.21667011457915,49.966801940610615,0.015828753619443428,0.015188547732067346,0.00972300971435104,0.011807529401138573,0.060656690518538364,POINT(49.966801940610615 -18.21667011457915)
30,-20.288523016246792,48.57505829778396,0.12286883679168023,0.10793408388452401,0.13599991993807978,0.20376769217263968,0.548628896141326,POINT(48.57505829778396 -20.288523016246792)
31,-18.521791209722014,49.03683743963649,0.04690959393442377,0.050776873893357034,0.034676142224934745,0.053903637329453614,0.17555095204644022,POINT(49.03683743963649 -18.521791209722014)
32,-18.675968682472025,46.2894281468684,0.06474381366282261,0.06641605477337878,0.06324945649597181,0.03629670461852739,0.2459585543227818,POINT(46.2894281468684 -18.675968682472025)
33,-20.335334292026783,43.12053348549388,0.11784210953902703,0.1030659033158336,0.08030628344178833,0.13848051313309823,0.5077693975299732,POINT(43.12053348549388 -20.335334292026783)
34,-19.509476075694693,46.93766552931763,0.08458296185847075,0.10561985033537422,0.08191550471911517,0.12008168583470395,0.4194360426316781,POINT(46.93766552931763 -19.509476075694693)
35,-19.7697310834045,46.15216338428504,0.03703946638020083,0.03207274966986479,0.04643405741103909,0.021937924503987773,0.1376452002427952,POINT(46.15216338428504 -19.7697310834045)
36,-19.85170733803351,43.48493927863035,0.048820637393091004,0.07246474188355803,0.07518215268699933,0.04377059021549778,0.23099715658814474,POINT(43.48493927863035 -19.85170733803351)
37,-20.12201485098398,50.306681218740586,0.11539090435170704,0.10578923033301967,0.10482668884274597,0.07596401762015319,0.40959106577914023,POINT(50.306681218740586 -20.12201485098398)
38,-18.233284973958305,49.84078472150175,0.02669423616760727,0.028568418305520683,0.025487115926979696,0.01932653732504051,0.09213754997130355,POINT(49.84078472150175 -18.233284973958305)
39,-20.020619764455855,50.00957198791983,0.0642118928052306,0.07292067722148644,0.07712555182216072,0.07537102674822856,0.23555736178309009,POINT(50.00957198791983 -20.020619764455855)
40,-17.53713937934375,50.03783039938795,0.08326925336231601,0.07960561655526899,0.13173191696489034,0.11051503647026212,0.39953772184640113,POINT(50.03783039938795 -17.53713937934375)
41,-20.32669230188929,44.69258130033553,0.009488217337498694,0.012394911514607837,0.0068182587911309435,0.007458928520234953,0.0451503489053126,POINT(44.69258130033553 -20.32669230188929)
42,-17.494840936310027,49.75494466605075,0.09348707652559787,0.09473894540049528,0.06767097736059681,0.10524470986648131,0.3472909220452882,POINT(49.75494466605075 -17.494840936310027)
43,-18.723910789689736,46.20838802519023,0.04019674035403982,0.04960612899922479,0.048387965542876395,0.05830651732061077,0.17285948899820802,POINT(46.20838802519023 -18.723910789689736)
44,-20.28743853066527,45.570021371229025,0.10485459395506239,0.07718265779298977,0.09126445049068355,0.07810099558569228,0.40826321968819224,POINT(45.570021371229025 -20.28743853066527)
45,-19.47408827191698,47.01942497394693,0.05251353417992261,0.041326160386134805,0.058008316023282755,0.049949441655685656,0.1766342002922868,POINT(47.01942497394693 -19.47408827191698)
46,-19.312381590482822,50.64335666176769,0.12140150638712746,0.12686942825372155,0.1205476576350971,0.08431460783537402,0.4850943299833231,POINT(50.64335666176769 -19.312381590482822)
47,-19.75977081669854,46.84708804713909,0.10139702323958452,0.07942184129039088,0.12407791250755715,0.07525631275859934,0.44457318454644296,POINT(46.84708804713909 -19.75977081669854)
48,-19.62753802249013,43.164195578836264,0.16738637362522876,0.17692706142924394,0.12694911053724112,0.07302175014794009,0.5666568072376319,POINT(43.164195578836264 -19.62753802249013)
49,-18.756183907084555,43.28093000999992,0.13594392801606608,0.17915369146704094,0.19187690601946186,0.18937342555606207,0.5598583950491262,POINT(43.28093000999992 -18.756183907084555)
50,-17.133836456133384,44.78559512533578,0.04886859639962095,0.06201457644586694,0.043720624303658015,0.034293323118309044,0.20489137955896797,POINT(44.78559512533578 -17.133836456133384)
51,-18.80908895888975,50.754303632884806,0.10329648145808985,0.09829692513873746,0.0928818026758515,0.05252297252758978,0.35180870697667604,POINT(50.754303632884806 -18.80908895888975)
52,-18.078357810376485,48.96205692262974,0.11493888005830973,0.07534803757203967,0.09751021024745078,0.13236694575279345,0.384404046951535,POINT(48.96205692262974 -18.078357810376485)
53,-17.854034605552563,45.81136506175403,0.12266848182501124,0.12752199481054927,0.10092606657771089,0.09023742913779953,0.45483042594235445,POINT(45.81136506175403 -17.854034605552563)
54,-18.23278115695642,47.15529747259807,0.13860666453073536,0.1504688980549268,0.16407610151150437,0.12470919934231943,0.4932422470679676,POINT(47.15529747259807 -18.23278115695642)
55,-17.42569001764305,45.43534051977389,0.08978305597326947,0.0874296506525075,0.09317246042663428,0.10393848605054103,0.32084912502483176,POINT(45.43534051977389 -17.42569001764305)
56,-20.603799433780942,47.596243545505935,0.12587835863692823,0.12455277128215494,0.09088048022259057,0.14513731337469682,0.5384029914178371,POINT(47.596243545505935 -20.603799433780942)
57,-20.700548684288574,46.96584446639425,0.014825067218793446,0.01541653673126558,0.012464962759414893,0.016397316486205106,0.060127673326175565,POINT(46.96584446639425 -20.700548684288574)
58,-18.1862088383622,44.264031432039936,0.011629211977301216,0.017032147764795023,0.012673967440110259,0.008948175457309582,0.05708013996586768,POINT(44.264031432039936 -18.1862088383622)
59,-19.21995861479785,50.36293990989388,0.09209016016845097,0.06894249611737152,0.0912851971590215,0.048650602223580204,0.33245622563069044,POINT(50.36293990989388 -19.21995861479785)
60,-19.402634595798965,43.77688816992472,0.017451605324136435,0.017655659507341017,0.019130372926730192,0.02113222479836474,0.0689417638544203,POINT(43.77688816992472 -19.402634595798965)
61,-17.257542586476077,44.932633021721244,0.147575269329958,0.1310444932634063,0.1812432836261957,0.11301887825614422,0.5864771644990193,POINT(44.932633021721244 -17.257542586476077)
62,-17.498011199195137,47.3107064927957,0.05940727075854961,0.05110607684529938,0.0979032025865909,0.09546379402012424,0.2858239955951562,POINT(47.3107064927957 -17.498011199195137)
63,-19.799490836398192,43.613922142447194,0.10352368210598174,0.08637634177148322,0.07790745806982469,0.08060338774150146,0.42974555541247084,POINT(43.613922142447194 -19.799490836398192)
64,-17.16522777134668,47.93391165818615,0.09435037771116601,0.0952436296755486,0.07159419299335604,0.12641576560398513,0.34756693223542745,POINT(47.93391165818615 -17.16522777134668)
65,-19.370061701549357,48.676745430961915,0.1157690150619058,0.12090071792570514,0.10601775984067849,0.08472208472892079,0.45322227334963033,POINT(48.676745430961915 -19.370061701549357)
66,-17.21855430293953,49.10810436686099,0.06600758500785549,0.0424020732906265,0.041457979271810955,0.03267070964457842,0.23934470004470648,POINT(49.10810436686099 -17.21855430293953)
67,-20.430340140019805,44.162129712756915,0.017934613756768563,0.017620737699349024,0.015377613628261491,0.009387211315325505,0.06280812929862327,POINT(44.162129712756915 -20.430340140019805)
68,-18.34118376136164,42.94267641293304,0.07798977447659011,0.0633700652441151,0.0746548428233505,0.07082573412560718,0.3153048900654261,POINT(42.94267641293304 -18.34118376136164)
69,-18.112892923567777,42.909592670769754,0.1014184448662328,0.06996877389201234,0.0865672932837206,0.10832913068513653,0.3848760549092412,POINT(42.909592670769754 -18.112892923567777)
70,-18.571964842533657,48.40426158154155,0.09190936160133446,0.08809817767707832,0.058748481557370544,0.04589602295017341,0.32175630480484907,POINT(48.40426158154155 -18.571964842533657)
71,-19.86982276215776,48.56653377078029,0.08101076151229115,0.10508207894531668,0.13513552900165493,0.10748149009003617,0.3997547957955367,POINT(48.56653377078029 -19.86982276215776)
72,-19.465301207362927,48.8410312409442,0.06803167246470829,0.0627320893288137,0.06669191534660557,0.09274930847105672,0.25737515867565225,POINT(48.8410312409442 -19.465301207362927)
73,-17.37000635802329,48.13000313840275,0.07587087756779345,0.07963305711969654,0.048465643696796686,0.03647007902689309,0.25621747716843357,POINT(48.13000313840275 -17.37000635802329)
74,-20.39220092868763,45.81082642447547,0.019462859570432207,0.018242394817171916,0.02763859674887497,0.013770741540783648,0.09643568077135892,POINT(45.81082642447547 -20.39220092868763)
75,-19.790941426483666,50.653184438019565,0.062196471387601766,0.0390227905342408,0.06840680773526685,0.04273351448914848,0.2186263529645063,POINT(50.653184438019565 -19.790941426483666)
76,-17.198713779291545,47.918209007978106,0.028631879669482052,0.028596599725785588,0.03455849050121575,0.032782584416860786,0.10617230346812749,POINT(47.918209007978106 -17.198713779291545)
77,-18.75635162757923,47.48433107701088,0.1118081289365243,0.09878158877714184,0.14704503573446087,0.16007069829587095,0.48994932101551514,POINT(47.48433107701088 -18.75635162757923)
78,-19.98592804880782,48.64871692209205,0.14347424272874498,0.13725442189000261,0.18154633096625497,0.12500286760714796,0.594682879520377,POINT(48.64871692209205 -19.98592804880782)
79,-20.669636134274185,48.03287836725735,0.1604210130764576,0.1343284860974353,0.16846500354927058,0.17601992458817642,0.5612241023379962,POINT(48.03287836725735 -20.669636134274185)
80,-17.005065662588343,50.5005286160207,0.028372270800033864,0.02451435404897849,0.03081954374041793,0.02003983225969567,0.09774936654812226,POINT(50.5005286160207 -17.005065662588343)
81,-19.28626519897822,42.99275293223094,0.12937360036357598,0.09564155326751753,0.1792755531461029,0.08004440029458441,0.5414930079578723,POINT(42.99275293223094 -19.28626519897822)
82,-19.054163406730744,50.60233855234936,0.06455196886590633,0.06949389275016446,0.05791778091732806,0.06191592015463658,0.2188156370506323,POINT(50.60233855234936 -19.054163406730744)
83,-17.35486217813056,45.224691136556686,0.06676212877193713,0.06530025248884588,0.08282741518325352,0.09115079023362142,0.29112949230785906,POINT(45.224691136556686 -17.35486217813056)
84,-17.362353313932573,45.40447604125023,0.13481785523385928,0.09118651744941773,0.12028175033404448,0.06736484381065876,0.48328426448647516,POINT(45.40447604125023 -17.362353313932573)
85,-18.5396949501666,50.35833819328625,0.08490084754991871,0.10715685890463886,0.07656559489510711,0.05364413086415867,0.3477361741012919,POINT(50.35833819328625 -18.5396949501666)
86,-18.48665531964254,43.64651195016615,0.03315893334008985,0.032148096643994734,0.02043976927529851,0.017534206119835014,0.12007534194958808,POINT(43.64651195016615 -18.48665531964254)
87,-16.806684599582947,43.989772121892194,0.08965585354579214,0.12901841192183885,0.12597739292361812,0.06286454478421093,0.43254271361710717,POINT(43.989772121892194 -16.806684599582947)
88,-17.257407712288177,48.79524894203364,0.026135820093643146,0.020226912170792307,0.019613281599778893,0.028720483679916822,0.08750911988770747,POINT(48.79524894203364 -17.257407712288177)
89,-17.956963664051564,45.745029209758044,0.17033917880257402,0.16429608848953128,0.12849702918206587,0.08321583849832531,0.5704592033349608,POINT(45.745029209758044 -17.956963664051564)
90,-17.529455378085945,49.35000715743345,0.12157595145210162,0.11339908721337623,0.157420673711395,0.07261060819861906,0.47520227291936457,POINT(49.35000715743345 -17.529455378085945)
91,-17.113937789774113,46.95983919088751,0.06353263932415323,0.07748263987417665,0.05093741255601126,0.04886651283808626,0.31587005840288107,POINT(46.95983919088751 -17.113937789774113)
92,-17.5737192841329,48.06881144622213,0.02803253885739695,0.030358949245085674,0.02821800269232682,0.03867983673152725,0.10581469819517873,POINT(48.06881144622213 -17.5737192841329)
93,-17.583729322255596,49.989142734540536,0.057126236352021124,0.07630034128134579,0.04866567956341284,0.0914248967809208,0.24992752453327424,POINT(49.989142734540536 -17.583729322255596)
94,-19.264568189440222,43.62095551872696,0.013900965060568765,0.008494163220128569,0.015363234942619241,0.012025774487534986,0.046806505826297154,POINT(43.62095551872696 -19.264568189440222)
95,-20.62313090481303,46.59388414505968,0.12361077731228348,0.15383013147968946,0.2049615921607752,0.15245699835621254,0.5960602858268081,POINT(46.59388414505968 -20.62313090481303)
96,-19.620734991486863,47.59576608455209,0.10579822575764136,0.09543966520573902,0.10812818075107178,0.1063883762921273,0.392463237355747,POINT(47.59576608455209 -19.620734991486863)
97,-20.617507245003143,49.44990448527727,0.11140492739913799,0.11826741139781778,0.18522530803333612,0.18930126621574286,0.5446484858749537,POINT(49.44990448527727 -20.617507245003143)
98,-20.25865794939246,47.047046080438435,0.07733787262861173,0.06393546003705423,0.05538062831003126,0.07111318006976108,0.29516778155999923,POINT(47.047046080438435 -20.25865794939246)
99,-19.903615890012627,47.852223806552004,0.061459300487639014,0.044402213570318476,0.08203885815729375,0.08838393034773372,0.23787724769458957,POINT(47.852223806552004 -19.903615890012627)
100,-20.56017311532557,47.11993705254519,0.10929828708395577,0.0954294414859773,0.13478992302707976,0.12764606417713623,0.43097055985105726,POINT(47.11993705254519 -20.56017311532557)
101,-18.217180394007173,48.677830669781294,0.03815220862427626,0.03910739658441185,0.04455702035893874,0.04016238077680519,0.1310654860331391,POINT(48.677830669781294 -18.217180394007173)
102,-18.70169860679522,45.45275178352997,0.09274264559705034,0.12077164543303699,0.12395614362733977,0.052274545130207344,0.38351250972404227,POINT(45.45275178352997 -18.70169860679522)
103,-19.6835709949517,46.38087136564509,0.013014821810847321,0.016242517961538225,0.01902856115890872,0.008905102492278494,0.05476550571846112,POINT(46.38087136564509 -19.6835709949517)
104,-20.66549702633817,50.57028731742341,0.0887389451447547,0.1194497950317266,0.11868074791465409,0.12470319374599684,0.37271320059719565,POINT(50.57028731742341 -20.66549702633817)
105,-17.983003175625207,46.14072355531416,0.07304060345091949,0.06533647014558477,0.0487805840779423,0.10319626975033391,0.30246816948518335,POINT(46.14072355531416 -17.983003175625207)
106,-20.141151829315657,44.871043185316765,0.14855338802144344,0.16069815552705227,0.1292963697383157,0.1571084352041099,0.4952245651128434,POINT(44.871043185316765 -20.141151829315657)
107,-17.90851630919975,48.15067901374185,0.16216454459252008,0.12070075496872652,0.13663844418273932,0.08950874972103547,0.5690688087341597,POINT(48.15067901374185 -17.90851630919975)
108,-16.947438877347224,48.77227533356615,0.14966441942175882,0.12019235739551073,0.1632876052973725,0.160526477902797,0.5742685752648845,POINT(48.77227533356615 -16.947438877347224)
109,-18.32001701506259,46.22590049942232,0.050846092157503756,0.06633411395246264,0.06111986980333047,0.07652076579156562,0.24057112209839066,POINT(46.22590049942232 -18.32001701506259)
110,-19.343009285394952,48.931868883714955,0.09449036604197694,0.08540233479936772,0.0868605372939072,0.11401843011539196,0.33129156062271625,POINT(48.931868883714955 -19.343009285394952)
111,-20.302609437972336,43.237121136174025,0.05675422144510795,0.047689535552533184,0.0800583725691613,0.07448669474906551,0.2659504050789423,POINT(43.237121136174025 -20.302609437972336)
112,-17.34505766395597,48.49836287504019,0.09610564109027249,0.08488342346738899,0.0664060055866964,0.09234928434943465,0.43428467013556515,POINT(48.49836287504019 -17.34505766395597)
113,-20.375563357395993,46.802027000934665,0.08859769229511118,0.08911501514469694,0.12252482627952792,0.07853868108577845,0.37035390463859447,POINT(46.802027000934665 -20.375563357395993)
114,-20.07409252035994,46.33991319390379,0.09125764189191592,0.07687100768927593,0.08996336552072963,0.11165732482667211,0.327834113929494,POINT(46.33991319390379 -20.07409252035994)
115,-18.303499607791135,47.94984920694115,0.12275496476014551,0.17951692788562873,0.14203141451777887,0.10837805970774438,0.5717315492482795,POINT(47.94984920694115 -18.303499607791135)
116,-19.268449541494114,47.87597932571389,0.08854154286496954,0.07395001348956046,0.06410287775715094,0.08418788871465943,0.2971160234934263,POINT(47.87597932571389 -19.268449541494114)
117,-17.34094063524671,48.138649052951564,0.03621998438438106,0.03390734061928713,0.03064055917862095,0.028436247535458235,0.1744815465157881,POINT(48.138649052951564 -17.34094063524671)
118,-20.48462501039828,48.008454225650524,0.03109450873117957,0.023817334847820087,0.02580147807072186,0.04111559010220049,0.11774321668366967,POINT(48.008454225650524 -20.48462501039828)
119,-18.423797674906147,50.39094193139967,0.08147215326382337,0.06134269271255862,0.057558503233569376,0.04129782287719664,0.3054185185472085,POINT(50.39094193139967 -18.423797674906147)
120,-19.214220295173913,48.01540574753883,0.030670654303967204,0.02712957438209364,0.022578481999228073,0.020884961115097897,0.13460363532041214,POINT(48.01540574753883 -19.214220295173913)
121,-18.58443284273626,50.4008184702122,0.06575671190124388,0.06844115512913107,0.0747127215471284,0.08869516105146498,0.2980361100983264,POINT(50.4008184702122 -18.58443284273626)
122,-16.922137744704344,50.11190513564851,0.017360487127810343,0.016693457106480694,0.010316273721934941,0.021295550334575957,0.062014798311015404,POINT(50.11190513564851 -16.922137744704344)
123,-20.489454796499338,43.67532401101941,0.11453174111960604,0.12032415583924602,0.1729526447605207,0.17341090256373418,0.5556885442978153,POINT(43.67532401101941 -20.489454796499338)
124,-20.389128156976287,48.333154187330855,0.03166699509170593,0.03304812327788725,0.03538927312191659,0.04007035916330939,0.1433317708395713,POINT(48.333154187330855 -20.389128156976287)
125,-19.490997478824955,49.62810248775564,0.06072404696748596,0.07080154914444296,0.038797899942603714,0.04638616467929974,0.24659163815907253,POINT(49.62810248775564 -19.490997478824955)
126,-17.509026069644257,45.123938198187204,0.12723732487874892,0.11063873495031304,0.11269156174447599,0.06670934651238655,0.43947576809534933,POINT(45.123938198187204 -17.509026069644257)
127,-17.979951338543398,47.900642774239074,0.07358542905060513,0.06141391633145844,0.05922841279631397,0.06372393136183842,0.2905509254211346,POINT(47.900642774239074 -17.979951338543398)
128,-17.826615824784458,49.29694744307879,0.01189830363285835,0.010592162664719684,0.011042165013003731,0.007939132883397045,0.051239870755526766,POINT(49.29694744307879 -17.826615824784458)
129,-20.057141824881107,48.87401801312687,0.13971560057483215,0.1491460553227761,0.16582885541238412,0.1344640242836462,0.5386952772143411,POINT(48.87401801312687 -20.057141824881107)
130,-16.804879431997307,46.170041415291415,0.022497883932582095,0.023323940460046128,0.02652172714377626,0.020653811724372296,0.08867536132895726,POINT(46.170041415291415 -16.804879431997307)
131,-17.661248157032013,45.595528322024144,0.02545153363161969,0.025572423994753762,0.031113590895235785,0.029833213893810346,0.1114449695655157,POINT(45.595528322024144 -17.661248157032013)
132,-17.33324899262795,46.30105221900015,0.07150140590376552,0.06365214015769538,0.04727121589854008,0.03601881227460108,0.23941416650279387,POINT(46.30105221900015 -17.33324899262795)
133,-17.74872850366127,43.69409095068747,0.028209480153832237,0.025007459657172482,0.023526773049920832,0.024652207719943187,0.12560111794322593,POINT(43.69409095068747 -17.74872850366127)
134,-18.74589051020857,49.48075972886193,0.03971152933651484,0.025640489500599023,0.03494435276419983,0.03120139621551544,0.1370892133650627,POINT(49.48075972886193 -18.74589051020857)
135,-17.184807086015198,45.98271342987331,0.12463817952053746,0.13849120403338952,0.20294291390450842,0.2014573714989802,0.5901320254688195,POINT(45.98271342987331 -17.184807086015198)
136,-17.145372094322944,43.59939341428907,0.11234429428634694,0.09982709637134929,0.1411721261672781,0.17780020783550712,0.4975603597315967,POINT(43.59939341428907 -17.145372094322944)
137,-16.96665213179678,50.47395717550045,0.09046604791711287,0.07633672357158311,0.10690763898212993,0.06042330259593826,0.35178722008780067,POINT(50.47395717550045 -16.96665213179678)
138,-18.239551151320804,46.45666417582656,0.0536652969607755,0.05556767437985269,0.043916189390804966,0.03400975619966336,0.22126037238637644,POINT(46.45666417582656 -18.239551151320804)
139,-19.452241818520335,48.24924764861631,0.08741360860391682,0.10014111291225272,0.06908376567553033,0.09368593450755686,0.3819472237673142,POINT(48.24924764861631 -19.452241818520335)
140,-17.600583825096606,49.186045142356434,0.06940294800493538,0.07627222810670878,0.059830667439808694,0.047640407522027764,0.338250082228888,POINT(49.186045142356434 -17.600583825096606)
141,-18.789218781189675,43.32957008013316,0.138035540695419,0.17622180299783677,0.11942720639664219,0.1755647265469408,0.5943777301383693,POINT(43.32957008013316 -18.789218781189675)
142,-19.000777994506493,49.9707334620664,0.12088606051229886,0.11444623735458968,0.1082202764629571,0.09883534544974484,0.4657276015382244,POINT(49.9707334620664 -19.000777994506493)
143,-20.298631934289578,44.01303345642269,0.15866649883663497,0.17923375122991522,0.09801506978393842,0.17248648147923,0.5605363207787825,POINT(44.01303345642269 -20.298631934289578)
144,-18.294027746734955,43.67808140898232,0.1233423292420488,0.10459761795608058,0.1686369942920935,0.15189575399264169,0.5654706558197812,POINT(43.67808140898232 -18.294027746734955)
145,-17.96302347416352,43.45120405091355,0.10943311939846634,0.15050705229393344,0.09733703199012302,0.08485241330859615,0.5114241149846322,POINT(43.45120405091355 -17.96302347416352)
146,-17.941931091374016,43.5198902451352,0.037149247167217236,0.036267840309502274,0.03360608747377543,0.028339011307916155,0.13198884684135603,POINT(43.5198902451352 -17.941931091374016)
147,-16.8203416859953,45.86326636604897,0.12709441238711194,0.15803625311081457,0.1263413751770864,0.1164653021798891,0.5312323028553406,POINT(45.86326636604897 -16.8203416859953)
148,-17.51570173096999,50.447088619070875,0.06883436870418679,0.08588419009057988,0.07493790409903643,0.05475132875118137,0.2991006799749796,POINT(50.447088619070875 -17.51570173096999)
149,-17.75338725896423,45.87917668424733,0.12962688886468143,0.13949279732704975,0.1801452384322778,0.15282940811981388,0.5437617610337583,POINT(45.87917668424733 -17.75338725896423)
150,-17.65831233629025,47.33633399788644,0.031004322949121664,0.02838599499728467,0.022883459076431367,0.01685487211498336,0.10546290279668387,POINT(47.33633399788644 -17.65831233629025)
151,-17.141482459621056,43.75867985844921,0.12698290191568676,0.12359608484043327,0.15934385803687975,0.156130982347248,0.4846541059913657,POINT(43.75867985844921 -17.141482459621056)
152,-20.721485420930325,46.61838513595301,0.028882177601254645,0.026520996125981737,0.03733011225693424,0.01666460984944777,0.12493793265034066,POINT(46.61838513595301 -20.721485420930325)
153,-20.29162833492771,43.809309974216845,0.09921045049662316,0.11008119710293233,0.07844165983622282,0.11862850030580431,0.35913822352793723,POINT(43.809309974216845 -20.29162833492771)
154,-17.782720482938306,47.53605012077728,0.02902065499384239,0.019791602736696383,0.023394053527511553,0.03306603921021414,0.10195377269491604,POINT(47.53605012077728 -17.782720482938306)
155,-19.267417681905183,45.15479669025489,0.027632409089799324,0.035120796034298976,0.03644331100714978,0.03536238475747591,0.12395375931531331,POINT(45.15479669025489 -19.267417681905183)
156,-19.87251664592219,50.574880315524894,0.10898399941488444,0.09119552939194531,0.09392549934172975,0.07303509171374893,0.428611128901576,POINT(50.574880315524894 -19.87251664592219)
157,-16.887384693169444,43.214379295604616,0.1417590558406629,0.12902217385518333,0.13301334992708733,0.19854278411520077,0.5487323143468318,POINT(43.214379295604616 -16.887384693169444)
158,-18.6560955636548,50.8128183689544,0.03255462984521184,0.03158038363179039,0.03427509661908733,0.01630451115028026,0.1258767857450049,POINT(50.8128183689544 -18.6560955636548)
159,-18.551482862394717,50.6235202849528,0.15493001877828275,0.13725969971431548,0.15287898898745586,0.1879083947213901,0.5283893890087248,POINT(50.6235202849528 -18.551482862394717)
160,-18.24930544745895,48.43508951187694,0.09386224746060635,0.11400328132018107,0.11832010558536286,0.10074263465888718,0.43605363521550317,POINT(48.43508951187694 -18.24930544745895)
